5 Minutes,Speed (mph),# Lane Points,% Observed
1/12/2024 14:45,65.90,4,100.00
1/12/2024 14:50,65.00,4,100.00
1/12/2024 14:55,62.00,4,100.00
1/12/2024 15:00,59.30,4,100.00
1/12/2024 15:05,61.30,4,100.00
1/12/2024 15:10,63.90,4,100.00
1/12/2024 15:15,64.10,4,100.00
1/12/2024 15:20,62.80,4,100.00
1/12/2024 15:25,51.80,4,100.00
1/12/2024 15:30,50.70,4,100.00
1/12/2024 15:35,49.10,4,100.00
1/12/2024 15:40,43.70,4,100.00
1/12/2024 15:45,38.00,4,100.00
1/12/2024 15:50,35.50,4,100.00
1/12/2024 15:55,39.40,4,100.00
1/12/2024 16:00,48.10,4,100.00
1/12/2024 16:05,55.70,4,100.00
1/12/2024 16:10,60.90,4,100.00
1/12/2024 16:15,63.40,4,100.00
1/12/2024 16:20,64.00,4,100.00
1/12/2024 16:25,64.90,4,100.00
1/12/2024 16:30,66.30,4,100.00
1/12/2024 16:35,64.10,4,100.00
1/12/2024 16:40,63.20,4,100.00
1/12/2024 16:45,64.40,4,100.00
1/12/2024 16:50,63.80,4,100.00
1/12/2024 16:55,64.00,4,100.00
1/12/2024 17:00,64.70,4,100.00
1/12/2024 17:05,66.50,4,100.00
1/12/2024 17:10,67.30,4,100.00
1/12/2024 17:15,65.70,4,100.00
1/12/2024 17:20,65.90,4,100.00
1/12/2024 17:25,65.80,4,100.00
1/12/2024 17:30,64.80,4,100.00
1/12/2024 17:35,63.70,4,100.00
1/12/2024 17:40,58.60,4,100.00
1/12/2024 17:45,55.70,4,100.00
1/12/2024 17:50,53.60,4,100.00
1/12/2024 17:55,59.60,4,100.00
1/12/2024 18:00,64.30,4,100.00
1/12/2024 18:05,65.40,4,100.00
1/12/2024 18:10,66.30,4,100.00
1/12/2024 18:15,66.80,4,100.00
1/12/2024 18:20,65.90,4,100.00
1/12/2024 18:25,65.30,4,100.00
1/12/2024 18:30,66.10,4,100.00
1/12/2024 18:35,67.30,4,100.00
1/12/2024 18:40,68.80,4,100.00
1/12/2024 18:45,68.70,4,100.00
1/12/2024 18:50,69.40,4,100.00
1/12/2024 18:55,69.80,4,100.00
1/12/2024 19:00,68.10,4,100.00
1/12/2024 19:05,67.90,4,100.00
1/12/2024 19:10,68.20,4,100.00
1/12/2024 19:15,67.90,4,100.00
1/12/2024 19:20,68.10,4,100.00
1/12/2024 19:25,68.50,4,100.00
1/12/2024 19:30,68.20,4,100.00
1/12/2024 19:35,68.70,4,100.00
1/12/2024 19:40,68.10,4,100.00
1/12/2024 19:45,69.20,4,100.00
1/12/2024 19:50,69.40,4,100.00
1/12/2024 19:55,69.10,4,100.00
1/12/2024 20:00,68.60,4,100.00
1/12/2024 20:05,68.10,4,100.00
1/12/2024 20:10,67.80,4,100.00
1/12/2024 20:15,67.90,4,100.00
1/12/2024 20:20,68.30,4,100.00
1/12/2024 20:25,69.00,4,100.00
1/12/2024 20:30,69.30,4,100.00
1/12/2024 20:35,68.40,4,100.00
1/12/2024 20:40,67.80,4,100.00
1/12/2024 20:45,68.60,4,100.00
1/12/2024 20:50,69.10,4,100.00
1/12/2024 20:55,69.40,4,100.00
1/12/2024 21:00,68.80,4,100.00
1/12/2024 21:05,68.10,4,100.00
1/12/2024 21:10,68.70,4,100.00
1/12/2024 21:15,69.20,4,100.00
1/12/2024 21:20,68.80,4,100.00
1/12/2024 21:25,69.50,4,100.00
1/12/2024 21:30,69.10,4,100.00
1/12/2024 21:35,68.30,4,100.00
1/12/2024 21:40,68.10,4,100.00
1/12/2024 21:45,68.10,4,100.00
1/12/2024 21:50,69.30,4,100.00
1/12/2024 21:55,68.90,4,100.00
1/12/2024 22:00,68.70,4,100.00
1/12/2024 22:05,67.80,4,100.00
1/12/2024 22:10,67.90,4,100.00
1/12/2024 22:15,68.20,4,100.00
1/12/2024 22:20,67.60,4,100.00
1/12/2024 22:25,68.50,4,100.00
1/12/2024 22:30,69.00,4,100.00
1/12/2024 22:35,67.90,4,100.00
1/12/2024 22:40,68.40,4,100.00
1/12/2024 22:45,67.80,4,100.00
1/12/2024 22:50,68.90,4,100.00
1/12/2024 22:55,68.30,4,100.00
1/12/2024 23:00,67.70,4,100.00
1/12/2024 23:05,68.10,4,100.00
1/12/2024 23:10,68.60,4,100.00
1/12/2024 23:15,67.90,4,100.00
1/12/2024 23:20,68.00,4,100.00
1/12/2024 23:25,69.30,4,100.00
1/12/2024 23:30,68.30,4,100.00
1/12/2024 23:35,69.00,4,100.00
1/12/2024 23:40,68.60,4,100.00
1/12/2024 23:45,69.10,4,100.00
1/12/2024 23:50,68.70,4,100.00
1/12/2024 23:55,69.90,4,100.00
1/13/2024 0:00,68.60,4,100.00
1/13/2024 0:05,68.50,4,100.00
1/13/2024 0:10,68.80,4,100.00
1/13/2024 0:15,68.50,4,100.00
1/13/2024 0:20,69.40,4,100.00
1/13/2024 0:25,67.50,4,100.00
1/13/2024 0:30,68.90,4,100.00
1/13/2024 0:35,68.30,4,100.00
1/13/2024 0:40,68.60,4,100.00
1/13/2024 0:45,68.60,4,100.00
1/13/2024 0:50,68.10,4,100.00
1/13/2024 0:55,68.60,4,100.00
1/13/2024 1:00,67.20,4,100.00
1/13/2024 1:05,68.40,4,100.00
1/13/2024 1:10,67.90,4,100.00
1/13/2024 1:15,69.20,4,100.00
1/13/2024 1:20,68.20,4,100.00
1/13/2024 1:25,68.20,4,100.00
1/13/2024 1:30,68.10,4,100.00
1/13/2024 1:35,68.40,4,100.00
1/13/2024 1:40,68.60,4,100.00
1/13/2024 1:45,68.40,4,100.00
1/13/2024 1:50,69.30,4,100.00
1/13/2024 1:55,69.90,4,100.00
1/13/2024 2:00,69.40,4,100.00
1/13/2024 2:05,67.40,4,100.00
1/13/2024 2:10,67.90,4,100.00
1/13/2024 2:15,68.00,4,100.00
1/13/2024 2:20,68.20,4,100.00
1/13/2024 2:25,66.20,4,100.00
1/13/2024 2:30,68.50,4,100.00
1/13/2024 2:35,69.50,4,100.00
1/13/2024 2:40,68.30,4,100.00
1/13/2024 2:45,67.70,4,100.00
1/13/2024 2:50,67.50,4,100.00
1/13/2024 2:55,69.10,4,100.00
1/13/2024 3:00,67.40,4,100.00
1/13/2024 3:05,67.70,4,100.00
1/13/2024 3:10,68.90,4,100.00
1/13/2024 3:15,68.30,4,100.00
1/13/2024 3:20,69.60,4,100.00
1/13/2024 3:25,69.20,4,100.00
1/13/2024 3:30,69.30,4,100.00
1/13/2024 3:35,68.30,4,100.00
1/13/2024 3:40,70.70,4,100.00
1/13/2024 3:45,68.40,4,100.00
1/13/2024 3:50,68.30,4,100.00
1/13/2024 3:55,67.30,4,100.00
1/13/2024 4:00,66.40,4,100.00
1/13/2024 4:05,68.60,4,100.00
1/13/2024 4:10,67.90,4,100.00
1/13/2024 4:15,66.30,4,100.00
1/13/2024 4:20,67.90,4,100.00
1/13/2024 4:25,67.40,4,100.00
1/13/2024 4:30,69.50,4,100.00
1/13/2024 4:35,70.80,4,100.00
1/13/2024 4:40,70.50,4,100.00
1/13/2024 4:45,69.60,4,100.00
1/13/2024 4:50,67.60,4,100.00
1/13/2024 4:55,70.10,4,100.00
1/13/2024 5:00,68.80,4,100.00
1/13/2024 5:05,68.00,4,100.00
1/13/2024 5:10,67.80,4,100.00
1/13/2024 5:15,68.90,4,100.00
1/13/2024 5:20,68.20,4,100.00
1/13/2024 5:25,68.20,4,100.00
1/13/2024 5:30,69.50,4,100.00
1/13/2024 5:35,69.20,4,100.00
1/13/2024 5:40,68.60,4,100.00
1/13/2024 5:45,69.10,4,100.00
1/13/2024 5:50,68.70,4,100.00
1/13/2024 5:55,69.90,4,100.00
1/13/2024 6:00,70.10,4,100.00
1/13/2024 6:05,67.50,4,100.00
1/13/2024 6:10,71.10,4,100.00
1/13/2024 6:15,69.20,4,100.00
1/13/2024 6:20,69.50,4,100.00
1/13/2024 6:25,68.80,4,100.00
1/13/2024 6:30,68.90,4,100.00
1/13/2024 6:35,68.30,4,100.00
1/13/2024 6:40,70.40,4,100.00
1/13/2024 6:45,68.80,4,100.00
1/13/2024 6:50,69.40,4,100.00
1/13/2024 6:55,68.90,4,100.00
1/13/2024 7:00,70.30,4,100.00
1/13/2024 7:05,69.60,4,100.00
1/13/2024 7:10,69.80,4,100.00
1/13/2024 7:15,68.70,4,100.00
1/13/2024 7:20,69.70,4,100.00
1/13/2024 7:25,69.50,4,100.00
1/13/2024 7:30,69.30,4,100.00
1/13/2024 7:35,69.80,4,100.00
1/13/2024 7:40,69.70,4,100.00
1/13/2024 7:45,70.30,4,100.00
1/13/2024 7:50,69.60,4,100.00
1/13/2024 7:55,69.60,4,100.00
1/13/2024 8:00,69.20,4,100.00
1/13/2024 8:05,69.60,4,100.00
1/13/2024 8:10,69.80,4,100.00
1/13/2024 8:15,70.10,4,100.00
1/13/2024 8:20,70.20,4,100.00
1/13/2024 8:25,69.20,4,100.00
1/13/2024 8:30,68.70,4,100.00
1/13/2024 8:35,68.90,4,100.00
1/13/2024 8:40,69.30,4,100.00
1/13/2024 8:45,69.10,4,100.00
1/13/2024 8:50,69.50,4,100.00
1/13/2024 8:55,69.30,4,100.00
1/13/2024 9:00,69.30,4,100.00
1/13/2024 9:05,69.00,4,100.00
1/13/2024 9:10,68.90,4,100.00
1/13/2024 9:15,69.60,4,100.00
1/13/2024 9:20,69.00,4,100.00
1/13/2024 9:25,69.20,4,100.00
1/13/2024 9:30,69.00,4,100.00
1/13/2024 9:35,69.50,4,100.00
1/13/2024 9:40,69.10,4,100.00
1/13/2024 9:45,68.70,4,100.00
1/13/2024 9:50,69.60,4,100.00
1/13/2024 9:55,69.10,4,100.00
1/13/2024 10:00,69.30,4,100.00
1/13/2024 10:05,68.80,4,100.00
1/13/2024 10:10,68.30,4,100.00
1/13/2024 10:15,69.50,4,100.00
1/13/2024 10:20,69.80,4,100.00
1/13/2024 10:25,69.40,4,100.00
1/13/2024 10:30,68.70,4,100.00
1/13/2024 10:35,69.30,4,100.00
1/13/2024 10:40,69.40,4,100.00
1/13/2024 10:45,67.80,4,100.00
1/13/2024 10:50,67.90,4,100.00
1/13/2024 10:55,68.20,4,100.00
1/13/2024 11:00,69.20,4,100.00
1/13/2024 11:05,68.90,4,100.00
1/13/2024 11:10,69.60,4,100.00
1/13/2024 11:15,68.70,4,100.00
1/13/2024 11:20,68.80,4,100.00
1/13/2024 11:25,68.60,4,100.00
1/13/2024 11:30,69.20,4,100.00
1/13/2024 11:35,69.40,4,100.00
1/13/2024 11:40,68.70,4,100.00
1/13/2024 11:45,68.40,4,100.00
1/13/2024 11:50,68.00,4,100.00
1/13/2024 11:55,68.40,4,100.00
1/13/2024 12:00,67.80,4,100.00
1/13/2024 12:05,68.60,4,100.00
1/13/2024 12:10,68.60,4,100.00
1/13/2024 12:15,67.50,4,100.00
1/13/2024 12:20,68.30,4,100.00
1/13/2024 12:25,67.90,4,100.00
1/13/2024 12:30,68.30,4,100.00
1/13/2024 12:35,68.20,4,100.00
1/13/2024 12:40,67.80,4,100.00
1/13/2024 12:45,66.80,4,100.00
1/13/2024 12:50,66.60,4,100.00
1/13/2024 12:55,67.10,4,100.00
1/13/2024 13:00,67.20,4,100.00
1/13/2024 13:05,67.50,4,100.00
1/13/2024 13:10,67.30,4,100.00
1/13/2024 13:15,65.90,4,100.00
1/13/2024 13:20,67.20,4,100.00
1/13/2024 13:25,67.70,4,100.00
1/13/2024 13:30,68.30,4,100.00
1/13/2024 13:35,68.50,4,100.00
1/13/2024 13:40,68.00,4,100.00
1/13/2024 13:45,68.00,4,100.00
1/13/2024 13:50,67.70,4,100.00
1/13/2024 13:55,67.90,4,100.00
1/13/2024 14:00,66.80,4,100.00
1/13/2024 14:05,64.30,4,100.00
1/13/2024 14:10,57.90,4,100.00
1/13/2024 14:15,61.90,4,100.00
1/13/2024 14:20,65.60,4,100.00
1/13/2024 14:25,67.10,4,100.00
1/13/2024 14:30,66.30,4,100.00
1/13/2024 14:35,67.60,4,100.00
1/13/2024 14:40,67.50,4,100.00
1/13/2024 14:45,67.30,4,100.00
1/13/2024 14:50,67.30,4,100.00
1/13/2024 14:55,67.00,4,100.00
1/13/2024 15:00,66.70,4,100.00
1/13/2024 15:05,67.10,4,100.00
1/13/2024 15:10,65.80,4,100.00
1/13/2024 15:15,62.70,4,100.00
1/13/2024 15:20,62.70,4,100.00
1/13/2024 15:25,63.30,4,100.00
1/13/2024 15:30,65.10,4,100.00
1/13/2024 15:35,65.70,4,100.00
1/13/2024 15:40,66.50,4,100.00
1/13/2024 15:45,65.80,4,100.00
1/13/2024 15:50,66.60,4,100.00
1/13/2024 15:55,65.80,4,100.00
1/13/2024 16:00,65.70,4,100.00
1/13/2024 16:05,65.10,4,100.00
1/13/2024 16:10,65.40,4,100.00
1/13/2024 16:15,65.10,4,100.00
1/13/2024 16:20,61.50,4,100.00
1/13/2024 16:25,62.60,4,100.00
1/13/2024 16:30,64.40,4,100.00
1/13/2024 16:35,64.50,4,100.00
1/13/2024 16:40,64.50,4,100.00
1/13/2024 16:45,64.10,4,100.00
1/13/2024 16:50,64.20,4,100.00
1/13/2024 16:55,63.80,4,100.00
1/13/2024 17:00,61.10,4,100.00
1/13/2024 17:05,58.30,4,100.00
1/13/2024 17:10,59.10,4,100.00
1/13/2024 17:15,63.10,4,100.00
1/13/2024 17:20,61.90,4,100.00
1/13/2024 17:25,57.10,4,100.00
1/13/2024 17:30,45.90,4,100.00
1/13/2024 17:35,39.20,4,100.00
1/13/2024 17:40,30.80,4,100.00
1/13/2024 17:45,26.70,4,100.00
1/13/2024 17:50,24.80,4,100.00
1/13/2024 17:55,21.10,4,100.00
1/13/2024 18:00,17.60,4,100.00
1/13/2024 18:05,18.90,4,100.00
1/13/2024 18:10,19.70,4,100.00
1/13/2024 18:15,21.40,4,100.00
1/13/2024 18:20,26.90,4,100.00
1/13/2024 18:25,29.10,4,100.00
1/13/2024 18:30,43.00,4,100.00
1/13/2024 18:35,54.60,4,100.00
1/13/2024 18:40,60.70,4,100.00
1/13/2024 18:45,64.80,4,100.00
1/13/2024 18:50,67.10,4,100.00
1/13/2024 18:55,67.80,4,100.00
1/13/2024 19:00,67.20,4,100.00
1/13/2024 19:05,67.50,4,100.00
1/13/2024 19:10,68.50,4,100.00
1/13/2024 19:15,69.00,4,100.00
1/13/2024 19:20,69.20,4,100.00
1/13/2024 19:25,68.50,4,100.00
1/13/2024 19:30,68.60,4,100.00
1/13/2024 19:35,69.60,4,100.00
1/13/2024 19:40,69.60,4,100.00
1/13/2024 19:45,68.60,4,100.00
1/13/2024 19:50,68.30,4,100.00
1/13/2024 19:55,68.30,4,100.00
1/13/2024 20:00,68.30,4,100.00
1/13/2024 20:05,69.30,4,100.00
1/13/2024 20:10,68.60,4,100.00
1/13/2024 20:15,68.70,4,100.00
1/13/2024 20:20,67.70,4,100.00
1/13/2024 20:25,68.80,4,100.00
1/13/2024 20:30,67.80,4,100.00
1/13/2024 20:35,66.50,4,100.00
1/13/2024 20:40,68.10,4,100.00
1/13/2024 20:45,68.00,4,100.00
1/13/2024 20:50,68.40,4,100.00
1/13/2024 20:55,68.30,4,100.00
1/13/2024 21:00,67.80,4,100.00
1/13/2024 21:05,67.90,4,100.00
1/13/2024 21:10,67.80,4,100.00
1/13/2024 21:15,68.10,4,100.00
1/13/2024 21:20,68.80,4,100.00
1/13/2024 21:25,68.50,4,100.00
1/13/2024 21:30,69.00,4,100.00
1/13/2024 21:35,68.90,4,100.00
1/13/2024 21:40,68.70,4,100.00
1/13/2024 21:45,68.90,4,100.00
1/13/2024 21:50,69.10,4,100.00
1/13/2024 21:55,69.60,4,100.00
1/13/2024 22:00,69.40,4,100.00
1/13/2024 22:05,68.00,4,100.00
1/13/2024 22:10,68.30,4,100.00
1/13/2024 22:15,68.00,4,100.00
1/13/2024 22:20,67.80,4,100.00
1/13/2024 22:25,68.80,4,100.00
1/13/2024 22:30,69.00,4,100.00
1/13/2024 22:35,68.30,4,100.00
1/13/2024 22:40,68.10,4,100.00
1/13/2024 22:45,68.30,4,100.00
1/13/2024 22:50,68.70,4,100.00
1/13/2024 22:55,68.40,4,100.00
1/13/2024 23:00,68.90,4,100.00
1/13/2024 23:05,68.20,4,100.00
1/13/2024 23:10,68.30,4,100.00
1/13/2024 23:15,68.50,4,100.00
1/13/2024 23:20,68.90,4,100.00
1/13/2024 23:25,68.40,4,100.00
1/13/2024 23:30,68.90,4,100.00
1/13/2024 23:35,68.20,4,100.00
1/13/2024 23:40,67.40,4,100.00
1/13/2024 23:45,68.00,4,100.00
1/13/2024 23:50,68.90,4,100.00
1/13/2024 23:55,68.50,4,100.00
1/14/2024 0:00,68.90,4,100.00
1/14/2024 0:05,68.70,4,100.00
1/14/2024 0:10,67.90,4,100.00
1/14/2024 0:15,68.60,4,100.00
1/14/2024 0:20,67.90,4,100.00
1/14/2024 0:25,67.90,4,100.00
1/14/2024 0:30,67.40,4,100.00
1/14/2024 0:35,67.70,4,100.00
1/14/2024 0:40,68.50,4,100.00
1/14/2024 0:45,69.10,4,100.00
1/14/2024 0:50,68.90,4,100.00
1/14/2024 0:55,69.20,4,100.00
1/14/2024 1:00,68.70,4,100.00
1/14/2024 1:05,68.20,4,100.00
1/14/2024 1:10,68.00,4,100.00
1/14/2024 1:15,68.40,4,100.00
1/14/2024 1:20,68.50,4,100.00
1/14/2024 1:25,68.40,4,100.00
1/14/2024 1:30,69.60,4,100.00
1/14/2024 1:35,68.20,4,100.00
1/14/2024 1:40,68.90,4,100.00
1/14/2024 1:45,68.90,4,100.00
1/14/2024 1:50,68.50,4,100.00
1/14/2024 1:55,68.20,4,100.00
1/14/2024 2:00,68.10,4,100.00
1/14/2024 2:05,67.20,4,100.00
1/14/2024 2:10,68.00,4,100.00
1/14/2024 2:15,67.70,4,100.00
1/14/2024 2:20,68.10,4,100.00
1/14/2024 2:25,68.30,4,100.00
1/14/2024 2:30,68.60,4,100.00
1/14/2024 2:35,67.70,4,100.00
1/14/2024 2:40,69.40,4,100.00
1/14/2024 2:45,69.10,4,100.00
1/14/2024 2:50,67.70,4,100.00
1/14/2024 2:55,68.50,4,100.00
1/14/2024 3:00,68.50,4,100.00
1/14/2024 3:05,69.20,4,100.00
1/14/2024 3:10,66.10,4,100.00
1/14/2024 3:15,67.10,4,100.00
1/14/2024 3:20,70.30,4,100.00
1/14/2024 3:25,66.90,4,100.00
1/14/2024 3:30,69.00,4,100.00
1/14/2024 3:35,67.80,4,100.00
1/14/2024 3:40,69.50,4,100.00
1/14/2024 3:45,69.70,4,100.00
1/14/2024 3:50,68.70,4,100.00
1/14/2024 3:55,68.70,4,100.00
1/14/2024 4:00,70.50,4,100.00
1/14/2024 4:05,67.30,4,100.00
1/14/2024 4:10,67.30,4,100.00
1/14/2024 4:15,68.50,4,100.00
1/14/2024 4:20,69.10,4,100.00
1/14/2024 4:25,66.40,4,100.00
1/14/2024 4:30,70.80,4,100.00
1/14/2024 4:35,68.80,4,100.00
1/14/2024 4:40,66.40,4,100.00
1/14/2024 4:45,68.60,4,100.00
1/14/2024 4:50,68.20,4,100.00
1/14/2024 4:55,68.30,4,100.00
1/14/2024 5:00,67.70,4,100.00
1/14/2024 5:05,67.40,4,100.00
1/14/2024 5:10,67.10,4,100.00
1/14/2024 5:15,67.50,4,100.00
1/14/2024 5:20,68.40,4,100.00
1/14/2024 5:25,70.50,4,100.00
1/14/2024 5:30,69.70,4,100.00
1/14/2024 5:35,67.90,4,100.00
1/14/2024 5:40,70.00,4,100.00
1/14/2024 5:45,69.20,4,100.00
1/14/2024 5:50,67.10,4,100.00
1/14/2024 5:55,69.00,4,100.00
1/14/2024 6:00,68.10,4,100.00
1/14/2024 6:05,67.90,4,100.00
1/14/2024 6:10,69.00,4,100.00
1/14/2024 6:15,69.80,4,100.00
1/14/2024 6:20,68.50,4,100.00
1/14/2024 6:25,69.90,4,100.00
1/14/2024 6:30,70.60,4,100.00
1/14/2024 6:35,69.70,4,100.00
1/14/2024 6:40,69.80,4,100.00
1/14/2024 6:45,70.20,4,100.00
1/14/2024 6:50,69.50,4,100.00
1/14/2024 6:55,69.10,4,100.00
1/14/2024 7:00,68.60,4,100.00
1/14/2024 7:05,69.00,4,100.00
1/14/2024 7:10,69.60,4,100.00
1/14/2024 7:15,69.90,4,100.00
1/14/2024 7:20,69.50,4,100.00
1/14/2024 7:25,68.90,4,100.00
1/14/2024 7:30,69.10,4,100.00
1/14/2024 7:35,69.20,4,100.00
1/14/2024 7:40,68.60,4,100.00
1/14/2024 7:45,69.70,4,100.00
1/14/2024 7:50,69.40,4,100.00
1/14/2024 7:55,69.10,4,100.00
1/14/2024 8:00,69.70,4,100.00
1/14/2024 8:05,69.90,4,100.00
1/14/2024 8:10,69.30,4,100.00
1/14/2024 8:15,69.00,4,100.00
1/14/2024 8:20,69.10,4,100.00
1/14/2024 8:25,69.30,4,100.00
1/14/2024 8:30,68.60,4,100.00
1/14/2024 8:35,69.20,4,100.00
1/14/2024 8:40,69.00,4,100.00
1/14/2024 8:45,68.20,4,100.00
1/14/2024 8:50,69.20,4,100.00
1/14/2024 8:55,69.40,4,100.00
1/14/2024 9:00,68.40,4,100.00
1/14/2024 9:05,68.60,4,100.00
1/14/2024 9:10,69.50,4,100.00
1/14/2024 9:15,69.40,4,100.00
1/14/2024 9:20,69.70,4,100.00
1/14/2024 9:25,68.90,4,100.00
1/14/2024 9:30,69.60,4,100.00
1/14/2024 9:35,69.60,4,100.00
1/14/2024 9:40,69.60,4,100.00
1/14/2024 9:45,69.70,4,100.00
1/14/2024 9:50,69.20,4,100.00
1/14/2024 9:55,69.00,4,100.00
1/14/2024 10:00,68.10,4,100.00
1/14/2024 10:05,68.60,4,100.00
1/14/2024 10:10,68.90,4,100.00
1/14/2024 10:15,67.70,4,100.00
1/14/2024 10:20,68.40,4,100.00
1/14/2024 10:25,68.80,4,100.00
1/14/2024 10:30,68.40,4,100.00
1/14/2024 10:35,68.40,4,100.00
1/14/2024 10:40,68.60,4,100.00
1/14/2024 10:45,69.10,4,100.00
1/14/2024 10:50,69.10,4,100.00
1/14/2024 10:55,68.20,4,100.00
1/14/2024 11:00,68.90,4,100.00
1/14/2024 11:05,68.00,4,100.00
1/14/2024 11:10,68.00,4,100.00
1/14/2024 11:15,68.70,4,100.00
1/14/2024 11:20,68.10,4,100.00
1/14/2024 11:25,69.10,4,100.00
1/14/2024 11:30,68.30,4,100.00
1/14/2024 11:35,68.00,4,100.00
1/14/2024 11:40,68.40,4,100.00
1/14/2024 11:45,67.40,4,100.00
1/14/2024 11:50,67.30,4,100.00
1/14/2024 11:55,67.20,4,100.00
1/14/2024 12:00,66.80,4,100.00
1/14/2024 12:05,67.30,4,100.00
1/14/2024 12:10,67.30,4,100.00
1/14/2024 12:15,68.50,4,100.00
1/14/2024 12:20,68.70,4,100.00
1/14/2024 12:25,68.00,4,100.00
1/14/2024 12:30,66.60,4,100.00
1/14/2024 12:35,65.60,4,100.00
1/14/2024 12:40,66.60,4,100.00
1/14/2024 12:45,67.70,4,100.00
1/14/2024 12:50,68.00,4,100.00
1/14/2024 12:55,68.00,4,100.00
1/14/2024 13:00,68.40,4,100.00
1/14/2024 13:05,68.60,4,100.00
1/14/2024 13:10,68.10,4,100.00
1/14/2024 13:15,67.10,4,100.00
1/14/2024 13:20,67.20,4,100.00
1/14/2024 13:25,68.70,4,100.00
1/14/2024 13:30,68.60,4,100.00
1/14/2024 13:35,68.80,4,100.00
1/14/2024 13:40,67.20,4,100.00
1/14/2024 13:45,68.10,4,100.00
1/14/2024 13:50,67.40,4,100.00
1/14/2024 13:55,68.40,4,100.00
1/14/2024 14:00,69.00,4,100.00
1/14/2024 14:05,68.50,4,100.00
1/14/2024 14:10,68.30,4,100.00
1/14/2024 14:15,68.90,4,100.00
1/14/2024 14:20,68.50,4,100.00
1/14/2024 14:25,68.50,4,100.00
1/14/2024 14:30,68.10,4,100.00
1/14/2024 14:35,67.20,4,100.00
1/14/2024 14:40,67.60,4,100.00
1/14/2024 14:45,68.90,4,100.00
1/14/2024 14:50,68.90,4,100.00
1/14/2024 14:55,68.40,4,100.00
1/14/2024 15:00,68.90,4,100.00
1/14/2024 15:05,68.40,4,100.00
1/14/2024 15:10,68.70,4,100.00
1/14/2024 15:15,69.60,4,100.00
1/14/2024 15:20,68.60,4,100.00
1/14/2024 15:25,68.20,4,100.00
1/14/2024 15:30,67.60,4,100.00
1/14/2024 15:35,68.80,4,100.00
1/14/2024 15:40,68.90,4,100.00
1/14/2024 15:45,69.30,4,100.00
1/14/2024 15:50,68.70,4,100.00
1/14/2024 15:55,68.30,4,100.00
1/14/2024 16:00,69.00,4,100.00
1/14/2024 16:05,69.60,4,100.00
1/14/2024 16:10,69.10,4,100.00
1/14/2024 16:15,68.70,4,100.00
1/14/2024 16:20,70.00,4,100.00
1/14/2024 16:25,69.30,4,100.00
1/14/2024 16:30,68.60,4,100.00
1/14/2024 16:35,68.00,4,100.00
1/14/2024 16:40,67.70,4,100.00
1/14/2024 16:45,68.40,4,100.00
1/14/2024 16:50,68.70,4,100.00
1/14/2024 16:55,68.40,4,100.00
1/14/2024 17:00,67.80,4,100.00
1/14/2024 17:05,67.70,4,100.00
1/14/2024 17:10,67.90,4,100.00
1/14/2024 17:15,68.50,4,100.00
1/14/2024 17:20,67.30,4,100.00
1/14/2024 17:25,59.70,4,100.00
1/14/2024 17:30,46.80,4,100.00
1/14/2024 17:35,37.40,4,100.00
1/14/2024 17:40,30.80,4,100.00
1/14/2024 17:45,27.10,4,100.00
1/14/2024 17:50,26.10,4,100.00
1/14/2024 17:55,27.00,4,100.00
1/14/2024 18:00,25.60,4,100.00
1/14/2024 18:05,35.10,4,100.00
1/14/2024 18:10,48.70,4,100.00
1/14/2024 18:15,58.40,4,100.00
1/14/2024 18:20,63.90,4,100.00
1/14/2024 18:25,65.40,4,100.00
1/14/2024 18:30,66.70,4,100.00
1/14/2024 18:35,67.70,4,100.00
1/14/2024 18:40,68.40,4,100.00
1/14/2024 18:45,68.50,4,100.00
1/14/2024 18:50,68.60,4,100.00
1/14/2024 18:55,68.40,4,100.00
1/14/2024 19:00,67.90,4,100.00
1/14/2024 19:05,68.00,4,100.00
1/14/2024 19:10,67.10,4,100.00
1/14/2024 19:15,68.30,4,100.00
1/14/2024 19:20,67.80,4,100.00
1/14/2024 19:25,68.40,4,100.00
1/14/2024 19:30,68.40,4,100.00
1/14/2024 19:35,67.80,4,100.00
1/14/2024 19:40,68.80,4,100.00
1/14/2024 19:45,68.70,4,100.00
1/14/2024 19:50,68.50,4,100.00
1/14/2024 19:55,68.20,4,100.00
1/14/2024 20:00,68.50,4,100.00
1/14/2024 20:05,69.40,4,100.00
1/14/2024 20:10,69.00,4,100.00
1/14/2024 20:15,68.70,4,100.00
1/14/2024 20:20,68.60,4,100.00
1/14/2024 20:25,69.40,4,100.00
1/14/2024 20:30,68.30,4,100.00
1/14/2024 20:35,68.90,4,100.00
1/14/2024 20:40,69.60,4,100.00
1/14/2024 20:45,69.00,4,100.00
1/14/2024 20:50,68.70,4,100.00
1/14/2024 20:55,69.30,4,100.00
1/14/2024 21:00,69.10,4,100.00
1/14/2024 21:05,68.80,4,100.00
1/14/2024 21:10,69.30,4,100.00
1/14/2024 21:15,69.60,4,100.00
1/14/2024 21:20,69.90,4,100.00
1/14/2024 21:25,69.00,4,100.00
1/14/2024 21:30,68.20,4,100.00
1/14/2024 21:35,69.70,4,100.00
1/14/2024 21:40,70.00,4,100.00
1/14/2024 21:45,68.30,4,100.00
1/14/2024 21:50,69.70,4,100.00
1/14/2024 21:55,69.20,4,100.00
1/14/2024 22:00,68.30,4,100.00
1/14/2024 22:05,69.00,4,100.00
